cell,cluster
HNSCC5_p7_HNSCC5_P7_D09,Endothelial
HNSCC5_p7_HNSCC5_P7_E04,Endothelial
HNSCC6_p8_HNSCC6_P8_B11,CAF
HNSCC6_p8_HNSCC6_P8_B10,CAF
HNSCC6_p8_HNSCC6_P8_A03,CAF
HNSCC6_p8_HNSCC6_P8_B07,CAF
HNSCC6_p8_HNSCC6_P8_G09,CAF
HNSCC6_p8_HNSCC6_P8_B02,myofibroblast
HNSCC6_p8_HNSCC6_P8_E03,Endothelial
HNSCC6_p8_HNSCC6_P8_B03,CAF
HNSCC6_p8_HNSCC6_P8_F12,CAF
HNSCC6_p8_HNSCC6_P8_H05,CAF
HNSCC6_p8_HNSCC6_P8_E04,CAF
HNSCC6_p8_HNSCC6_P8_H01,CAF
HNSCC6_p8_HNSCC6_P8_A11,CAF
HNSCC6_p8_HNSCC6_P8_H08,CAF
HNSCC6_p8_HNSCC6_P8_F03,CAF
HNSCC6_p8_HNSCC6_P8_E01,CAF
HNSCC6_p8_HNSCC6_P8_H12,malignant
HNSCC6_p8_HNSCC6_P8_B08,CAF
HNSCC6_p8_HNSCC6_P8_H07,Endothelial
HNSCC6_p8_HNSCC6_P8_G05,CAF
HNSCC6_p8_HNSCC6_P8_B12,myofibroblast
HNSCC6_p8_HNSCC6_P8_B04,CAF
HNSCC6_p8_HNSCC6_P8_C07,Endothelial
HNSCC6_p8_HNSCC6_P8_B09,Endothelial
HNSCC6_p8_HNSCC6_P8_F07,CAF
HNSCC6_p8_HNSCC6_P8_A01,CAF
HNSCC6_p8_HNSCC6_P8_C12,CAF
HNSCC6_p8_HNSCC6_P8_H02,Endothelial
HNSCC6_p8_HNSCC6_P8_H03,CAF
HNSCC6_p8_HNSCC6_P8_A02,CAF
HNSCC6_p8_HNSCC6_P8_D07,CAF
HNSCC6_p8_HNSCC6_P8_A12,Endothelial
HNSCC6_p8_HNSCC6_P8_F08,CAF
HNSCC6_p8_HNSCC6_P8_C10,CAF
HNSCC6_p8_HNSCC6_P8_G12,Endothelial
HNSCC6_p8_HNSCC6_P8_A09,Endothelial
HNSCC6_p8_HNSCC6_P8_F01,Endothelial
HNSCC6_p8_HNSCC6_P8_D11,Endothelial
HNSCC6_p8_HNSCC6_P8_E09,Endothelial
HNSCC6_p8_HNSCC6_P8_G08,CAF
HNSCC6_p8_HNSCC6_P8_C06,CAF
HNSCC6_p8_HNSCC6_P8_G10,CAF
HNSCC6_p8_HNSCC6_P8_H04,Endothelial
HNSCC6_p8_HNSCC6_P8_C11,Endothelial
HNSCC6_p8_HNSCC6_P8_E08,Endothelial
HNSCC6_p8_HNSCC6_P8_C04,Endothelial
HNSCC6_p8_HNSCC6_P8_A04,CAF
HNSCC6_p8_HNSCC6_P8_B05,CAF
HNSCC6_p8_HNSCC6_P8_A10,B_cell
HNSCC6_p8_HNSCC6_P8_D10,CAF
HNSCC6_p8_HNSCC6_P8_F05,CAF
HNSCC6_p8_HNSCC6_P8_E07,CAF
HNSCC6_p8_HNSCC6_P8_E06,CAF
HNSCC6_p8_HNSCC6_P8_F06,CAF
HNSCC6_p8_HNSCC6_P8_G04,CAF
HNSCC6_p8_HNSCC6_P8_A06,CAF
HNSCC6_p8_HNSCC6_P8_A05,Endothelial
HNSCC6_p8_HNSCC6_P8_D02,malignant
HNSCC6_p8_HNSCC6_P8_H10,CAF
HNSCC6_p8_HNSCC6_P8_A08,Endothelial
HNSCC6_p8_HNSCC6_P8_D12,CAF
HNSCC6_p8_HNSCC6_P8_D06,CAF
HNSCC6_p8_HNSCC6_P8_G11,Endothelial
HNSCC6_p8_HNSCC6_P8_H11,CAF
HNSCC6_p15_HNSCC6_P15_LN_F07,Endothelial
HNSCC6_p15_HNSCC6_P15_LN_B04,malignant
HNSCC6_p15_HNSCC6_P15_LN_C08,Fibroblast
HNSCC6_p15_HNSCC6_P15_LN_C06,malignant
HNSCC6_p15_HNSCC6_P15_LN_G02,Fibroblast
HNSCC6_p15_HNSCC6_P15_LN_E02,malignant
HNSCC6_p15_HNSCC6_P15_LN_E11,myofibroblast
HNSCC6_p15_HNSCC6_P15_LN_F04,malignant
HNSCC6_p15_HNSCC6_P15_LN_H11,malignant
HNSCC6_p15_HNSCC6_P15_LN_F10,CAF
HNSCC6_p15_HNSCC6_P15_LN_C07,CAF
HNSCC6_p15_HNSCC6_P15_LN_A10,malignant
HNSCC6_p15_HNSCC6_P15_LN_E01,Endothelial
HNSCC6_p15_HNSCC6_P15_LN_G12,malignant
HNSCC6_p15_HNSCC6_P15_LN_C09,malignant
HNSCC6_p15_HNSCC6_P15_LN_D04,malignant
HNSCC6_p15_HNSCC6_P15_LN_E12,malignant
HNSCC6_p15_HNSCC6_P15_LN_B01,malignant
HNSCC6_p15_HNSCC6_P15_LN_A03,Macrophage
HNSCC6_p15_HNSCC6_P15_LN_C01,malignant
HNSCC6_p15_HNSCC6_P15_LN_E09,malignant
HNSCC6_p15_HNSCC6_P15_LN_A12,malignant
HNSCC6_p15_HNSCC6_P15_LN_A07,malignant
HNSCC6_p15_HNSCC6_P15_LN_H01,malignant
HNSCC6_p15_HNSCC6_P15_LN_F02,malignant
HNSCC6_p15_HNSCC6_P15_LN_G09,malignant
HNSCC6_p15_HNSCC6_P15_LN_C12,Endothelial
HNSCC6_p15_HNSCC6_P15_LN_A01,CAF
HNSCC6_p15_HNSCC6_P15_LN_B11,malignant
HNSCC6_p15_HNSCC6_P15_LN_D01,malignant
HNSCC6_p15_HNSCC6_P15_LN_D03,Endothelial
HNSCC6_p15_HNSCC6_P15_LN_C04,malignant
HNSCC6_p15_HNSCC6_P15_LN_H08,malignant
HNSCC6_p15_HNSCC6_P15_LN_H06,Endothelial
HNSCC6_p15_HNSCC6_P15_LN_F03,CAF
HNSCC6_p15_HNSCC6_P15_LN_G10,malignant
HNSCC6_p15_HNSCC6_P15_LN_H10,malignant
HNSCC6_p15_HNSCC6_P15_LN_D06,malignant
HNSCC6_p15_HNSCC6_P15_LN_G07,CAF
HNSCC6_p15_HNSCC6_P15_LN_C11,CAF
HNSCC6_p15_HNSCC6_P15_LN_E04,CAF
HNSCC6_p15_HNSCC6_P15_LN_H03,CAF
HNSCC6_p15_HNSCC6_P15_LN_F08,malignant
HNSCC6_p15_HNSCC6_P15_LN_C05,B_cell
HNSCC6_p15_HNSCC6_P15_LN_G08,malignant
HNSCC6_p15_HNSCC6_P15_LN_A04,malignant
HNSCC6_p15_HNSCC6_P15_LN_A02,Macrophage
HNSCC6_p15_HNSCC6_P15_LN_C02,malignant
HNSCC6_p15_HNSCC6_P15_LN_G05,malignant
HNSCC6_p15_HNSCC6_P15_LN_H04,Fibroblast
HNSCC6_p15_HNSCC6_P15_LN_H07,malignant
HNSCC6_p15_HNSCC6_P15_LN_E03,malignant
HNSCC6_p15_HNSCC6_P15_LN_F05,malignant
HNSCC6_p15_HNSCC6_P15_LN_A06,malignant
HNSCC6_p15_HNSCC6_P15_LN_B02,Endothelial
HNSCC6_p15_HNSCC6_P15_LN_D05,malignant
HNSCC6_p15_HNSCC6_P15_LN_H02,Fibroblast
HNSCC6_p15_HNSCC6_P15_LN_E05,malignant
HNSCC6_p15_HNSCC6_P15_LN_D08,CAF
HNSCC6_p15_HNSCC6_P15_LN_E10,Fibroblast
HNSCC6_p15_HNSCC6_P15_LN_D10,Fibroblast
HNSCC6_p15_HNSCC6_P15_LN_G01,CAF
HNSCC6_p15_HNSCC6_P15_LN_B10,CAF
HNSCC6_p15_HNSCC6_P15_LN_A11,malignant
HNSCC6_p15_HNSCC6_P15_LN_B12,Fibroblast
HNSCC6_p15_HNSCC6_P15_LN_B07,CAF
HNSCC6_p15_HNSCC6_P15_LN_E06,CAF
HNSCC6_p15_HNSCC6_P15_LN_E08,malignant
HNSCC6_p15_HNSCC6_P15_LN_B08,Macrophage
HNSCC6_p15_HNSCC6_P15_LN_F06,malignant
HNSCC6_p15_HNSCC6_P15_LN_D09,malignant
HNSCC6_p15_HNSCC6_P15_LN_A09,Endothelial
HNSCC6_p15_HNSCC6_P15_LN_A08,malignant
HNSCC6_p15_HNSCC6_P15_LN_A05,malignant
HNSCC6_p15_HNSCC6_P15_LN_C03,malignant
HNSCC20_P3_C12_S36_comb,malignant
HNSCC20_P3_D12_S48_comb,malignant
HNSCC20_P3_E08_S56_comb,malignant
HNSCC20_P3_B05_S17_comb,malignant
HNSCC20_P3_B02_S14_comb,malignant
HNSCC20_P3_G11_S83_comb,malignant
HNSCC17_P4_F02_S158_comb,malignant
HNSCC20_P3_H01_S85_comb,malignant
HNSCC17_P4_D10_S142_comb,malignant
HNSCC17_P4_D05_S137_comb,malignant
HNSCC20_P3_A03_S3_comb,malignant
HNSCC20_P3_D08_S44_comb,malignant
HNSCC17_P4_C01_S121_comb,malignant
HNSCC20_P3_F01_S61_comb,malignant
HNSCC17_P4_F04_S160_comb,malignant
HNSCC17_P4_C03_S123_comb,malignant
HNSCC17_P4_H06_S186_comb,malignant
HNSCC20_P3_H02_S86_comb,malignant
HNSCC20_P3_H06_S90_comb,malignant
HNSCC20_P3_E03_S51_comb,malignant
HNSCC17_P4_C05_S125_comb,malignant
HNSCC20_P3_B07_S19_comb,malignant
HNSCC20_P3_G05_S77_comb,malignant
HNSCC17_P4_E05_S149_comb,malignant
HNSCC20_P3_G01_S73_comb,malignant
HNSCC17_P4_E12_S156_comb,malignant
HNSCC20_P3_A06_S6_comb,malignant
HNSCC17_P4_D02_S134_comb,malignant
HNSCC20_P3_E05_S53_comb,malignant
HNSCC20_P3_F02_S62_comb,malignant
HNSCC20_P3_D07_S43_comb,malignant
HNSCC20_P3_F10_S70_comb,malignant
HNSCC17_P4_A10_S106_comb,malignant
HNSCC20_P3_E01_S49_comb,malignant
HNSCC20_P3_A12_S12_comb,malignant
HNSCC17_P4_D06_S138_comb,malignant
HNSCC17_P4_G09_S177_comb,malignant
HNSCC17_P4_E07_S151_comb,malignant
HNSCC20_P3_D03_S39_comb,malignant
HNSCC17_P4_E11_S155_comb,malignant
HNSCC20_P3_H11_S95_comb,malignant
HNSCC20_P3_C10_S34_comb,malignant
HNSCC20_P3_H04_S88_comb,malignant
HNSCC20_P3_D06_S42_comb,malignant
HNSCC20_P3_A01_S1_comb,malignant
HNSCC20_P3_C03_S27_comb,malignant
HNSCC20_P3_D05_S41_comb,malignant
HNSCC20_P3_F04_S64_comb,malignant
HNSCC20_P3_B09_S21_comb,malignant
HNSCC20_P3_G02_S74_comb,malignant
HNSCC20_P3_C06_S30_comb,malignant
HNSCC20_P3_H10_S94_comb,malignant
HNSCC17_P4_F03_S159_comb,malignant
HNSCC17_P4_F09_S165_comb,malignant
HNSCC20_P3_A05_S5_comb,malignant
HNSCC20_P3_B03_S15_comb,malignant
HNSCC20_P3_A02_S2_comb,malignant
HNSCC20_P3_E06_S54_comb,malignant
HNSCC17_P4_G02_S170_comb,Mast
HNSCC17_P4_G08_S176_comb,malignant
HNSCC20_P3_A09_S9_comb,malignant
HNSCC20_P3_F08_S68_comb,malignant
HNSCC20_P3_C07_S31_comb,malignant
HNSCC20_P3_E10_S58_comb,malignant
HNSCC20_P3_E02_S50_comb,malignant
HNSCC20_P3_A11_S11_comb,malignant
HNSCC20_P3_C09_S33_comb,malignant
HNSCC17_P4_F05_S161_comb,malignant
HNSCC17_P4_H05_S185_comb,malignant
HNSCC20_P3_D11_S47_comb,malignant
HNSCC17_P4_E09_S153_comb,malignant
HNSCC20_P3_H07_S91_comb,myofibroblast
HNSCC17_P4_B02_S110_comb,malignant
HNSCC20_P3_F05_S65_comb,malignant
HNSCC20_P3_F07_S67_comb,malignant
HNSCC17_P4_D03_S135_comb,malignant
HNSCC17_P4_H08_S188_comb,malignant
HNSCC17_P4_D07_S139_comb,malignant
HNSCC17_P4_F07_S163_comb,malignant
HNSCC17_P4_B08_S116_comb,malignant
HNSCC17_P4_B07_S115_comb,malignant
HNSCC17_P4_D11_S143_comb,malignant
HNSCC17_P4_C07_S127_comb,malignant
HNSCC17_P4_G04_S172_comb,malignant
HNSCC17_P4_H01_S181_comb,malignant
HNSCC20_P3_B12_S24_comb,malignant
HNSCC17_P4_F12_S168_comb,malignant
HNSCC17_P4_A09_S105_comb,malignant
HNSCC20_P3_E12_S60_comb,malignant
HNSCC20_P3_B06_S18_comb,malignant
HNSCC20_P3_H03_S87_comb,malignant
HNSCC17_P4_B09_S117_comb,malignant
HNSCC17_P4_G06_S174_comb,malignant
HNSCC17_P4_G03_S171_comb,malignant
HNSCC20_P3_E07_S55_comb,malignant
HNSCC17_P4_A04_S100_comb,malignant
HNSCC20_P3_G12_S84_comb,malignant
HNSCC20_P3_E04_S52_comb,malignant
HNSCC17_P4_H07_S187_comb,malignant
HNSCC20_P3_C01_S25_comb,malignant
HNSCC20_P3_B04_S16_comb,malignant
HNSCC17_P4_A11_S107_comb,malignant
HNSCC17_P4_D09_S141_comb,malignant
HNSCC17_P4_D08_S140_comb,malignant
HNSCC20_P3_D10_S46_comb,malignant
HNSCC17_P4_G05_S173_comb,malignant
HNSCC20_P3_H05_S89_comb,malignant
HNSCC20_P3_B01_S13_comb,malignant
HNSCC17_P4_D01_S133_comb,malignant
HNSCC20_P3_E09_S57_comb,malignant
HNSCC20_P3_C11_S35_comb,malignant
HNSCC20_P3_G08_S80_comb,malignant
HNSCC20_P3_H09_S93_comb,malignant
HNSCC20_P3_H12_S96_comb,malignant
HNSCC17_P4_B05_S113_comb,malignant
HNSCC20_P3_G09_S81_comb,malignant
HNSCC20_P3_G10_S82_comb,malignant
HNSCC17_P4_G01_S169_comb,malignant
HNSCC20_P3_A08_S8_comb,malignant
HNSCC17_P4_H02_S182_comb,malignant
HNSCC20_P3_F03_S63_comb,malignant
HNSCC20_P3_A04_S4_comb,malignant
HNSCC20_P3_B08_S20_comb,malignant
HNSCC17_P4_E04_S148_comb,malignant
HNSCC17_P4_A06_S102_comb,malignant
HNSCC17_P4_G11_S179_comb,malignant
HNSCC20_P3_C05_S29_comb,malignant
HNSCC20_P3_F06_S66_comb,malignant
HNSCC17_P4_F10_S166_comb,malignant
HNSCC20_P3_G04_S76_comb,malignant
HNSCC17_P4_B10_S118_comb,malignant
HNSCC17_P4_G10_S178_comb,malignant
HNSCC17_P4_E03_S147_comb,malignant
HNSCC20_P3_A07_S7_comb,malignant
HNSCC20_P3_F12_S72_comb,malignant
HNSCC20_P3_D04_S40_comb,malignant
HNSCC17_P4_A07_S103_comb,malignant
HNSCC17_P4_C02_S122_comb,malignant
HNSCC20_P3_G03_S75_comb,malignant
HNSCC17_P4_E01_S145_comb,malignant
HNSCC17_P4_C08_S128_comb,malignant
HNSCC20_P3_G07_S79_comb,malignant
HNSCC20_P3_B11_S23_comb,malignant
HNSCC20_P3_D02_S38_comb,malignant
HNSCC17_P4_F08_S164_comb,malignant
HNSCC17_P4_A03_S99_comb,malignant
HNSCC20_P3_E11_S59_comb,malignant
HNSCC20_P3_F11_S71_comb,malignant
HNSCC20_P3_C02_S26_comb,malignant
HNSCC17_P4_H09_S189_comb,malignant
HNSCC17_P4_A08_S104_comb,malignant
HNSCC17_P4_E10_S154_comb,malignant
HNSCC17_P4_E02_S146_comb,malignant
HNSCC17_P4_D04_S136_comb,malignant
HNSCC17_P4_H04_S184_comb,malignant
HNSCC17_P4_C06_S126_comb,malignant
HNSCC20_P3_D01_S37_comb,malignant
HNSCC20_P3_D09_S45_comb,malignant
HNSCC17_P4_E06_S150_comb,malignant
HNSCC17_P4_A02_S98_comb,malignant
HNSCC17_P4_B04_S112_comb,malignant
HNSCC17_P4_C09_S129_comb,malignant
HNSCC17_P4_F06_S162_comb,malignant
HNSCC20_P3_B10_S22_comb,malignant
HNSCC20_P3_C08_S32_comb,malignant
HNSCC17_P4_H03_S183_comb,malignant
HNSCC20_P3_F09_S69_comb,malignant
HNSCC17_P4_G12_S180_comb,malignant
HNSCC17_P4_C12_S132_comb,malignant
HNSCC20_P3_H08_S92_comb,malignant
HNSCC20_P3_G06_S78_comb,malignant
